sport,event,medal,rank,country_name,country_code,athlete_full_name
Cycling BMX Racing,Women,,16,Netherlands,NED,Laura SMULDERS
Cycling BMX Racing,Women,,15,United States of America,USA,Alise WILLOUGHBY
Cycling BMX Racing,Women,,11,Belgium,BEL,Elke VANHOOF
Cycling BMX Racing,Women,,4,United States of America,USA,Felicia STANCIL
Cycling BMX Racing,Women,1.0,1,Great Britain,GBR,Bethany SHRIEVER
Cycling BMX Racing,Women,,6,Denmark,DEN,Simone CHRISTENSEN
Cycling BMX Racing,Women,,22,Brazil,BRA,Priscila STEVAUX CARNAVAL
Cycling BMX Racing,Women,,10,ROC,ROC,Natalia AFREMOVA
Cycling BMX Racing,Women,,20,France,FRA,Manon VALENTINO
Cycling BMX Racing,Women,,24,Japan,JPN,Sae HATAKEYAMA
Cycling BMX Racing,Women,,13,Netherlands,NED,Judy BAAUW
Cycling BMX Racing,Women,,18,Ecuador,ECU,Domenica Michelle AZUERO GONZALEZ
Cycling BMX Racing,Women,,9,Australia,AUS,Saya SAKAKIBARA
Cycling BMX Racing,Women,,23,Thailand,THA,Chutikan KITWANITSATHIAN
Cycling BMX Racing,Women,,21,Latvia,LAT,Vineta PETERSONE
Cycling BMX Racing,Women,3.0,3,Netherlands,NED,Merel SMULDERS
Cycling BMX Racing,Women,,19,ROC,ROC,Natalia SUVOROVA
Cycling BMX Racing,Women,,8,Canada,CAN,Drew MECHIELSEN
Cycling BMX Racing,Women,,14,Switzerland,SUI,Zoe CLAESSENS
Triathlon,Women's Individual,,DNF,Japan,JPN,Niina KISHIMOTO
Triathlon,Women's Individual,,10,Belgium,BEL,Valerie BARTHELEMY
Triathlon,Women's Individual,,30,Czech Republic,CZE,Petra KURIKOVA
Triathlon,Women's Individual,,LAP,People's Republic of China,CHN,Mengying ZHONG
Triathlon,Women's Individual,,18,Japan,JPN,Yuko TAKAHASHI
Triathlon,Women's Individual,,5,France,FRA,Leonie PERIAULT
Triathlon,Women's Individual,,LAP,Egypt,EGY,Basmla ELSALAMONEY
Triathlon,Women's Individual,,DNF,Austria,AUT,Julia HAUSER
Triathlon,Women's Individual,2.0,2,Great Britain,GBR,Georgia TAYLOR-BROWN
Triathlon,Women's Individual,,16,United States of America,USA,Taylor KNIBB
Triathlon,Women's Individual,,27,Austria,AUT,Lisa PERTERER
Triathlon,Women's Individual,,8,Germany,GER,Laura LINDEMANN
Triathlon,Women's Individual,,25,Chile,CHI,Barbara RIVEROS
Triathlon,Women's Individual,,34,Belgium,BEL,Claire MICHEL
Triathlon,Women's Individual,,33,Argentina,ARG,Romina BIAGIOLI
Triathlon,Women's Individual,,21,Spain,ESP,Miriam CASILLAS GARCIA
Triathlon,Women's Individual,,31,Germany,GER,Anabel KNOLL
Triathlon,Women's Individual,,4,Netherlands,NED,Rachel KLAMER
Triathlon,Women's Individual,,LAP,Ecuador,ECU,Elizabeth BRAVO
Triathlon,Women's Individual,,DNF,Mexico,MEX,Cecilia PEREZ
Triathlon,Women's Individual,,LAP,Czech Republic,CZE,Vendula FRINTOVA
Triathlon,Women's Individual,,28,Brazil,BRA,Vittoria LOPES
Triathlon,Women's Individual,,32,Brazil,BRA,Luisa BAPTISTA
Triathlon,Women's Individual,,29,New Zealand,NZL,Nicole VAN DER KAAY
Triathlon,Women's Individual,,LAP,Australia,AUS,Ashleigh GENTLE
Triathlon,Women's Individual,,14,United States of America,USA,Summer RAPPAPORT
Triathlon,Women's Individual,1.0,1,Bermuda,BER,Flora DUFFY
Triathlon,Women's Individual,,19,Switzerland,SUI,Jolanda ANNEN
Triathlon,Women's Individual,,11,Netherlands,NED,Maya KINGMA
Triathlon,Women's Individual,,LAP,Canada,CAN,Joanna BROWN
Triathlon,Women's Individual,,12,Hungary,HUN,Zsanett HORVATH
Triathlon,Women's Individual,,DNF,New Zealand,NZL,Ainsley THORPE
Triathlon,Women's Individual,,LAP,Estonia,EST,Kaidi KIVIOJA
Triathlon,Women's Individual,,DNF,ROC,ROC,Anastasia GORBUNOVA
Triathlon,Women's Individual,,DNF,Mexico,MEX,Claudia RIVAS
Triathlon,Women's Individual,,LAP,Spain,ESP,Anna GODOY
Triathlon,Women's Individual,,LAP,South Africa,RSA,Gillian SANDERS
Triathlon,Women's Individual,,15,Canada,CAN,Amelie KRETZ
Triathlon,Women's Individual,,LAP,ROC,ROC,Alexandra RAZARENOVA
Triathlon,Women's Individual,,LAP,Hungary,HUN,Zsofia KOVACS
Triathlon,Women's Individual,,LAP,Australia,AUS,Jaz HEDGELAND
Triathlon,Women's Individual,,7,Italy,ITA,Alice BETTO
Triathlon,Women's Individual,,22,Portugal,POR,Melanie SANTOS
Triathlon,Women's Individual,3.0,3,United States of America,USA,Katie ZAFERES
Triathlon,Women's Individual,,9,Great Britain,GBR,Jessica LEARMONTH
Triathlon,Women's Individual,,24,Norway,NOR,Lotte MILLER
Triathlon,Women's Individual,,13,Great Britain,GBR,Vicky HOLLAND
Triathlon,Women's Individual,,26,Australia,AUS,Emma JEFFCOAT
Triathlon,Women's Individual,,DNF,France,FRA,Cassandre BEAUGRAND
Triathlon,Women's Individual,,DNF,Italy,ITA,Angelica OLMO
Triathlon,Women's Individual,,17,South Africa,RSA,Simone ACKERMANN
Triathlon,Women's Individual,,6,Switzerland,SUI,Nicola SPIRIG HUG
Triathlon,Women's Individual,,20,Italy,ITA,Verena STEINHAUSER
Triathlon,Women's Individual,,23,Ireland,IRL,Carolyn HAYES
Triathlon,Men's Individual,,36,Romania,ROU,Felix DUCHAMPT
Triathlon,Men's Individual,,35,Israel,ISR,Ran SAGIV
Triathlon,Men's Individual,,43,ROC,ROC,Igor POLYANSKIY
Triathlon,Men's Individual,1.0,1,Norway,NOR,Kristian BLUMMENFELT
Triathlon,Men's Individual,,33,"Hong Kong, China",HKG,Oscar COGGINS
Triathlon,Men's Individual,,6,United States of America,USA,Kevin MCDOWELL
Triathlon,Men's Individual,,49,Canada,CAN,Matthew SHARPE
Triathlon,Men's Individual,,9,Switzerland,SUI,Max STUDER
Triathlon,Men's Individual,,7,Hungary,HUN,Bence BICSAK
Triathlon,Men's Individual,2.0,2,Great Britain,GBR,Alex YEE
Triathlon,Men's Individual,,20,Israel,ISR,Shachar SAGIV
Triathlon,Men's Individual,,24,Australia,AUS,Matthew HAUSER
Triathlon,Men's Individual,,13,France,FRA,Vincent LUIS
Triathlon,Men's Individual,,30,Chile,CHI,Diego MOYA
Triathlon,Men's Individual,,37,Italy,ITA,Gianluca POZZATTI
Triathlon,Men's Individual,,48,Ireland,IRL,Russell WHITE
Triathlon,Men's Individual,,16,Australia,AUS,Jacob BIRTWHISTLE
Triathlon,Men's Individual,,27,Portugal,POR,Joao PEREIRA
Triathlon,Men's Individual,,46,Mexico,MEX,Irving PEREZ
Triathlon,Men's Individual,,15,Canada,CAN,Tyler MISLAWCHUK
Triathlon,Men's Individual,,45,Morocco,MAR,Mehdi ESSADIQ
Triathlon,Men's Individual,,21,France,FRA,Leo BERGERE
Triathlon,Men's Individual,,26,Australia,AUS,Aaron ROYLE
Triathlon,Men's Individual,,32,ROC,ROC,Dmitriy POLYANSKIY
Triathlon,Men's Individual,,22,Switzerland,SUI,Andrea SALVISBERG
Triathlon,Men's Individual,3.0,3,New Zealand,NZL,Hayden WILDE
Triathlon,Men's Individual,,5,Great Britain,GBR,Jonathan BROWNLEE
Triathlon,Men's Individual,,34,Austria,AUT,Lukas HOLLAUS
Triathlon,Men's Individual,,29,Hungary,HUN,Tamas TOTH
Triathlon,Men's Individual,,10,Spain,ESP,Mario MOLA
Triathlon,Men's Individual,,12,Spain,ESP,Fernando ALARZA
Triathlon,Men's Individual,,40,Germany,GER,Justus NIESCHLAG
Triathlon,Men's Individual,,17,France,FRA,Dorian CONINX
Triathlon,Men's Individual,,4,Belgium,BEL,Marten VAN RIEL
Triathlon,Men's Individual,,39,Italy,ITA,Delian STATEFF
Triathlon,Men's Individual,,DNF,South Africa,RSA,Henri SCHOEMAN
Triathlon,Men's Individual,,11,Norway,NOR,Casper STORNES
Triathlon,Men's Individual,,44,Luxembourg,LUX,Stefan ZACHAUS
Triathlon,Men's Individual,,38,Germany,GER,Jonas SCHOMBURG
Triathlon,Men's Individual,,31,Mexico,MEX,Crisanto GRAJALES
Triathlon,Men's Individual,,8,Norway,NOR,Gustav IDEN
Triathlon,Men's Individual,,28,Brazil,BRA,Manoel MESSIAS
Triathlon,Men's Individual,,41,Azerbaijan,AZE,Rostyslav PEVTSOV
Triathlon,Men's Individual,,19,Japan,JPN,Makoto ODAKURA
Triathlon,Men's Individual,,23,Portugal,POR,Joao SILVA
Triathlon,Men's Individual,,47,Syrian Arab Republic,SYR,Mohamad MASO
Triathlon,Men's Individual,,42,United States of America,USA,Morgan PEARSON
Triathlon,Men's Individual,,18,New Zealand,NZL,Tayler REID
Triathlon,Men's Individual,,25,Spain,ESP,Javier GOMEZ NOYA
Triathlon,Men's Individual,,DNF,Austria,AUT,Alois KNABL
Triathlon,Men's Individual,,14,Japan,JPN,Kenji NENER
Surfing,Women,,9,Peru,PER,Sofia MULANOVICH
Surfing,Women,1.0,1,United States of America,USA,Carissa MOORE
Surfing,Women,,5,Costa Rica,CRC,Brisa HENNESSY
Surfing,Women,,17,Israel,ISR,Anat LELIOR
Surfing,Women,,17,Costa Rica,CRC,Leilani MCGONAGLE
Surfing,Women,,4,United States of America,USA,Caroline MARKS
Surfing,Women,,9,Japan,JPN,Mahina MAEDA
Surfing,Women,2.0,2,South Africa,RSA,Bianca BUITENDAG
Surfing,Women,3.0,3,Japan,JPN,Amuro TSUZUKI
Surfing,Women,,9,Portugal,POR,Teresa BONVALOT
Surfing,Women,,5,Portugal,POR,Yolanda HOPKINS
Surfing,Women,,9,France,FRA,Johanne DEFAY
Surfing,Women,,9,Brazil,BRA,Tatiana Weston-Webb
Surfing,Women,,19,Peru,PER,Daniella ROSAS
Surfing,Women,,19,Ecuador,ECU,Dominic BARONA
Surfing,Women,,9,France,FRA,Pauline ADO
Surfing,Women,,5,Australia,AUS,Sally FITZGIBBONS
Surfing,Women,,9,New Zealand,NZL,Ella WILLIAMS
Surfing,Women,,5,Brazil,BRA,Silvana LIMA
Surfing,Women,,9,Australia,AUS,Stephanie GILMORE
Table Tennis,Men's Singles,,33,Australia,AUS,David POWELL
Table Tennis,Men's Singles,,5,Republic of Korea,KOR,Youngsik JEOUNG
Table Tennis,Men's Singles,,33,Czech Republic,CZE,Lubomir JANCARIK
Table Tennis,Men's Singles,,17,India,IND,Sharath Kamal ACHANTA
Table Tennis,Men's Singles,,49,Nigeria,NGR,Olajide OMOTAYO
Table Tennis,Men's Singles,,5,Egypt,EGY,Omar ASSAR
Table Tennis,Men's Singles,,17,ROC,ROC,Kirill SKACHKOV
Table Tennis,Men's Singles,,9,Portugal,POR,Marcos FREITAS
Table Tennis,Men's Singles,1.0,1,People's Republic of China,CHN,Long MA
Table Tennis,Men's Singles,,49,Czech Republic,CZE,Pavel SIRUCEK
Table Tennis,Men's Singles,,49,Canada,CAN,Jeremy HAZIN
Table Tennis,Men's Singles,,49,Serbia,SRB,Zsolt PETO
Table Tennis,Men's Singles,,17,Kazakhstan,KAZ,Kirill GERASSIMENKO
Table Tennis,Men's Singles,,9,Germany,GER,Timo BOLL
Table Tennis,Men's Singles,2.0,2,People's Republic of China,CHN,Zhendong FAN
Table Tennis,Men's Singles,,5,Brazil,BRA,Hugo CALDERANO
Table Tennis,Men's Singles,,33,Ukraine,UKR,Lei KOU
Table Tennis,Men's Singles,,17,Great Britain,GBR,Paul DRINKHALL
Table Tennis,Men's Singles,,49,Senegal,SEN,Ibrahima DIAW
Table Tennis,Men's Singles,,33,Egypt,EGY,Ahmed SALEH
Table Tennis,Men's Singles,,33,Argentina,ARG,Horacio CIFUENTES
Table Tennis,Men's Singles,,49,Serbia,SRB,Dimitrije LEVAJAC
Table Tennis,Men's Singles,,49,Ecuador,ECU,Alberto MINO
Table Tennis,Men's Singles,,33,Hungary,HUN,Bence MAJOROS
Table Tennis,Men's Singles,,33,Croatia,CRO,Tomislav PUCAR
Table Tennis,Men's Singles,,9,Chinese Taipei,TPE,Chih-Yuan CHUANG
Table Tennis,Men's Singles,,49,Australia,AUS,Xin YAN
Table Tennis,Men's Singles,,49,Vanuatu,VAN,Yoshua SHING
Table Tennis,Men's Singles,,49,Algeria,ALG,Larbi BOURIAH
Table Tennis,Men's Singles,,5,Slovenia,SLO,Darko JORGIC
Table Tennis,Men's Singles,,17,France,FRA,Emmanuel LEBESSON
Table Tennis,Men's Singles,,17,"Hong Kong, China",HKG,Chun Ting WONG
Table Tennis,Men's Singles,,33,Singapore,SGP,Zhe Yu Clarence CHEW
Table Tennis,Men's Singles,,33,India,IND,Sathiyan GNANASEKARAN
Table Tennis,Men's Singles,,33,Portugal,POR,Tiago APOLONIA
Table Tennis,Men's Singles,,9,France,FRA,Simon GAUZY
Table Tennis,Men's Singles,,65,Mongolia,MGL,Lkhagvasuren ENKHBAT
Table Tennis,Men's Singles,,49,Islamic Republic of Iran,IRI,Nima ALAMIAN
Table Tennis,Men's Singles,,17,Sweden,SWE,Anton KAELLBERG
Table Tennis,Men's Singles,,33,Croatia,CRO,Andrej GACINA
Table Tennis,Men's Singles,,33,United States of America,USA,Kanak JHA
Table Tennis,Men's Singles,,17,Greece,GRE,Panagiotis GIONIS
Table Tennis,Men's Singles,,33,Romania,ROU,Ovidiu IONESCU
Table Tennis,Men's Singles,,49,Puerto Rico,PUR,Brian AFANADOR
Table Tennis,Men's Singles,,49,Togo,TOG,Kokou Dodji FANNY
Table Tennis,Men's Singles,,33,Spain,ESP,Alvaro ROBLES
Table Tennis,Men's Singles,,9,Japan,JPN,Tomokazu Harimoto
Table Tennis,Men's Singles,,4,Chinese Taipei,TPE,Yun Ju LIN
Table Tennis,Men's Singles,,17,"Hong Kong, China",HKG,Siu Hang LAM
Table Tennis,Men's Singles,,17,Slovakia,SVK,Yang WANG
Table Tennis,Men's Singles,,17,Denmark,DEN,Jonathan GROTH
Table Tennis,Men's Singles,,49,Tunisia,TUN,Adam HMAM
Table Tennis,Men's Singles,,33,United States of America,USA,Nikhil KUMAR
Table Tennis,Men's Singles,,9,Republic of Korea,KOR,Woojin JANG
Table Tennis,Men's Singles,,49,Saudi Arabia,KSA,Ali ALKHADRAWI
Table Tennis,Men's Singles,,9,Brazil,BRA,Gustavo TSUBOI
Table Tennis,Men's Singles,,17,Sweden,SWE,Mattias KARLSSON
Table Tennis,Men's Singles,,17,Austria,AUT,Daniel HABESOHN
Table Tennis,Men's Singles,,17,Nigeria,NGR,Quadri ARUNA
Table Tennis,Men's Singles,,9,Japan,JPN,Koki NIWA
Table Tennis,Men's Singles,,33,Austria,AUT,Robert GARDOS
Table Tennis,Men's Singles,,49,Argentina,ARG,Gaston ALTO
Table Tennis,Men's Singles,,17,Great Britain,GBR,Liam PITCHFORD
Table Tennis,Men's Singles,,17,Slovenia,SLO,Bojan TOKIC
Table Tennis,Men's Singles,3.0,3,Germany,GER,Dimitrij OVTCHAROV
Table Tennis,Women's Singles,,9,Austria,AUT,Sofia POLCANOVA
Table Tennis,Women's Singles,,17,Portugal,POR,Fu YU
Table Tennis,Women's Singles,,33,Ukraine,UKR,Margaryta PESOTSKA
Table Tennis,Women's Singles,,65,Cuba,CUB,Daniela FONSECA
Table Tennis,Women's Singles,,4,Singapore,SGP,Mengyu YU
Table Tennis,Women's Singles,,65,Fiji,FIJ,Sally YEE
Table Tennis,Women's Singles,,65,Nigeria,NGR,Olufunke OSHONAIKE
Table Tennis,Women's Singles,,33,"Hong Kong, China",HKG,Wai Yam Minnie SOO
Table Tennis,Women's Singles,,33,Brazil,BRA,Bruna TAKAHASHI
Table Tennis,Women's Singles,,33,Czech Republic,CZE,Hana MATELOVA
Table Tennis,Women's Singles,,17,Germany,GER,Petrissa SOLJA
Table Tennis,Women's Singles,,65,Cameroon,CMR,Sarah HANFFOU
Table Tennis,Women's Singles,1.0,1,People's Republic of China,CHN,Meng CHEN
Table Tennis,Women's Singles,,33,Nigeria,NGR,Offiong EDEM
Table Tennis,Women's Singles,,17,Puerto Rico,PUR,Adriana DIAZ
Table Tennis,Women's Singles,,49,Spain,ESP,Galia DVORAK
Table Tennis,Women's Singles,,49,Kazakhstan,KAZ,Anastassiya LAVROVA
Table Tennis,Women's Singles,,33,Hungary,HUN,Georgina POTA
Table Tennis,Women's Singles,,33,Chile,CHI,Maria Paulina VEGA
Table Tennis,Women's Singles,,49,Egypt,EGY,Yousra HELMY
Table Tennis,Women's Singles,,17,France,FRA,Jia Nan YUAN
Table Tennis,Women's Singles,,49,Sweden,SWE,Linda BERGSTROEM
Table Tennis,Women's Singles,,49,Italy,ITA,Debora VIVARELLI
Table Tennis,Women's Singles,,33,Poland,POL,Natalia PARTYKA
Table Tennis,Women's Singles,,65,Tunisia,TUN,Fadwa GARCI
Table Tennis,Women's Singles,,5,Germany,GER,Ying HAN
Table Tennis,Women's Singles,,49,Brazil,BRA,Jessica YAMADA
Table Tennis,Women's Singles,,17,Republic of Korea,KOR,Yubin SHIN
Table Tennis,Women's Singles,,49,Australia,AUS,Michelle BROMLEY
Table Tennis,Women's Singles,,33,India,IND,Sutirtha MUKHERJEE
Table Tennis,Women's Singles,,33,Poland,POL,Qian LI
Table Tennis,Women's Singles,,49,Great Britain,GBR,Tin-Tin HO
Table Tennis,Women's Singles,,49,France,FRA,Prithika PAVADE
Table Tennis,Women's Singles,,49,Hungary,HUN,Dora MADARASZ
Table Tennis,Women's Singles,,9,Thailand,THA,Suthasini SAWETTABUT
Table Tennis,Women's Singles,,9,Austria,AUT,Jia LIU
Table Tennis,Women's Singles,,33,ROC,ROC,Yana NOSKOVA
Table Tennis,Women's Singles,,17,Egypt,EGY,Dina MESHREF
Table Tennis,Women's Singles,,49,Ukraine,UKR,Ganna GAPONOVA
Table Tennis,Women's Singles,,33,Bulgaria,BUL,Polina TRIFONOVA
Table Tennis,Women's Singles,,33,Luxembourg,LUX,Xia Lian NI
Table Tennis,Women's Singles,,17,Chinese Taipei,TPE,I-Ching CHENG
Table Tennis,Women's Singles,,49,Luxembourg,LUX,Sarah DE NUTTE
Table Tennis,Women's Singles,,33,Slovakia,SVK,Barbora BALAZOVA
Table Tennis,Women's Singles,,17,United States of America,USA,Lily ZHANG
Table Tennis,Women's Singles,,17,Switzerland,SUI,Rachel MORET
Table Tennis,Women's Singles,,49,Mongolia,MGL,Bolorerdene BATMUNKH
Table Tennis,Women's Singles,,17,Spain,ESP,Maria XIAO
Table Tennis,Women's Singles,,9,United States of America,USA,Juan LIU
Table Tennis,Women's Singles,,9,Canada,CAN,Mo ZHANG
Table Tennis,Women's Singles,2.0,2,People's Republic of China,CHN,Yingsha SUN
Table Tennis,Women's Singles,,17,Romania,ROU,Bernadette SZOCS
Table Tennis,Women's Singles,3.0,3,Japan,JPN,Mima ITO
Table Tennis,Women's Singles,,17,Monaco,MON,Xiaoxin YANG
Table Tennis,Women's Singles,,5,Republic of Korea,KOR,Jihee JEON
Table Tennis,Women's Singles,,17,Australia,AUS,Jian Fang LAY
Table Tennis,Women's Singles,,5,"Hong Kong, China",HKG,Hoi Kem DOO
Table Tennis,Women's Singles,,49,Guyana,GUY,Chelsea EDGHILL
Table Tennis,Women's Singles,,5,Japan,JPN,Kasumi ISHIKAWA
Table Tennis,Women's Singles,,49,Puerto Rico,PUR,Melanie DIAZ
Table Tennis,Women's Singles,,65,Syrian Arab Republic,SYR,Hend ZAZA
Table Tennis,Women's Singles,,17,Romania,ROU,Elizabeta SAMARA
Table Tennis,Women's Singles,,33,Portugal,POR,Jieni SHAO
Table Tennis,Women's Singles,,9,Chinese Taipei,TPE,Szu-Yu CHEN
Table Tennis,Women's Singles,,9,Singapore,SGP,Tianwei FENG
Table Tennis,Women's Singles,,9,Netherlands,NED,Britt EERLAND
Table Tennis,Women's Singles,,49,Sweden,SWE,Christina KAELLBERG
Table Tennis,Women's Singles,,17,Thailand,THA,Orawan PARANANG
Table Tennis,Women's Singles,,33,ROC,ROC,Polina MIKHAILOVA
Table Tennis,Women's Singles,,17,India,IND,Manika BATRA
Canoe Slalom,Men's Kayak,,14,Italy,ITA,Giovanni DE GENNARO
Canoe Slalom,Men's Kayak,,8,Australia,AUS,Lucien DELFOUR
Canoe Slalom,Men's Kayak,3.0,3,Germany,GER,Hannes AIGNER
Canoe Slalom,Men's Kayak,,11,Portugal,POR,Antoine LAUNAY
Canoe Slalom,Men's Kayak,,20,ROC,ROC,Pavel EIGEL
Canoe Slalom,Men's Kayak,,7,France,FRA,Boris NEVEU
Canoe Slalom,Men's Kayak,,12,Slovenia,SLO,Peter KAUZER
Canoe Slalom,Men's Kayak,,17,People's Republic of China,CHN,Xin QUAN
Canoe Slalom,Men's Kayak,,13,Switzerland,SUI,Martin DOUGOUD
Canoe Slalom,Men's Kayak,,15,Poland,POL,Krzysztof MAJERCZAK
Canoe Slalom,Men's Kayak,2.0,2,Slovakia,SVK,Jakub GRIGAR
Canoe Slalom,Men's Kayak,,24,Canada,CAN,Michael TAYLER
Canoe Slalom,Men's Kayak,,22,Belgium,BEL,Gabriel DE COSTER
Canoe Slalom,Men's Kayak,,16,Japan,JPN,Kazuya ADACHI
Canoe Slalom,Men's Kayak,,23,New Zealand,NZL,Callum GILBERT
Canoe Slalom,Men's Kayak,,18,Morocco,MAR,Mathis SOUDI
Canoe Slalom,Men's Kayak,,10,Spain,ESP,David LLORENTE
Canoe Slalom,Men's Kayak,1.0,1,Czech Republic,CZE,Jiri PRSKAVEC
Canoe Slalom,Men's Kayak,,19,Brazil,BRA,Pedro DA SILVA
Canoe Slalom,Men's Kayak,,4,Austria,AUT,Felix OSCHMAUTZ
Canoe Slalom,Men's Kayak,,21,Argentina,ARG,Lucas ROSSI
Canoe Slalom,Men's Kayak,,6,Great Britain,GBR,Bradley FORBES-CRYANS
Canoe Slalom,Men's Kayak,,5,United States of America,USA,Michal SMOLEN
Canoe Slalom,Men's Kayak,,9,Sweden,SWE,Erik HOLMER
Canoe Slalom,Women's Canoe,,22,Canada,CAN,Haley DANIELS
Canoe Slalom,Women's Canoe,,10,Brazil,BRA,Ana SATILA
Canoe Slalom,Women's Canoe,,13,New Zealand,NZL,Luuka JONES
Canoe Slalom,Women's Canoe,,12,Slovenia,SLO,Alja KOZOROG
Canoe Slalom,Women's Canoe,,21,Cook Islands,COK,Jane NICHOLAS
Canoe Slalom,Women's Canoe,,8,Spain,ESP,Nuria VILARRUBLA
Canoe Slalom,Women's Canoe,2.0,2,Great Britain,GBR,Mallory FRANKLIN
Canoe Slalom,Women's Canoe,,17,People's Republic of China,CHN,Shi CHEN
Canoe Slalom,Women's Canoe,,6,Czech Republic,CZE,Tereza FISEROVA
Canoe Slalom,Women's Canoe,,9,Slovakia,SVK,Monika SKACHOVA
Canoe Slalom,Women's Canoe,,14,ROC,ROC,Alsu MINAZOVA
Canoe Slalom,Women's Canoe,,4,France,FRA,Marjorie DELASSUS
Canoe Slalom,Women's Canoe,,5,Austria,AUT,Nadine WERATSCHNIG
Canoe Slalom,Women's Canoe,,19,Poland,POL,Aleksandra STACH
Canoe Slalom,Women's Canoe,,7,Ukraine,UKR,Viktoriia US
Canoe Slalom,Women's Canoe,1.0,1,Australia,AUS,Jessica FOX
Canoe Slalom,Women's Canoe,,15,Italy,ITA,Marta BERTONCELLI
Canoe Slalom,Women's Canoe,,11,Andorra,AND,Monica DORIA VILARRUBLA
Canoe Slalom,Women's Canoe,,18,United States of America,USA,Evy LEIBFARTH
Canoe Slalom,Women's Canoe,3.0,3,Germany,GER,Andrea HERZOG
Canoe Slalom,Women's Canoe,,20,Japan,JPN,Ayano SATO
Canoe Slalom,Women's Canoe,,16,Switzerland,SUI,Alena MARX
Canoe Slalom,Women's Kayak,,15,Czech Republic,CZE,Katerina KUDEJOVA
Canoe Slalom,Women's Kayak,,21,Mexico,MEX,Sofia REINOSO
Canoe Slalom,Women's Kayak,2.0,2,Spain,ESP,Maialen CHOURRAUT
Canoe Slalom,Women's Kayak,3.0,3,Australia,AUS,Jessica FOX
Canoe Slalom,Women's Kayak,,23,Canada,CAN,Florence MAHEU
Canoe Slalom,Women's Kayak,1.0,1,Germany,GER,Ricarda FUNK
Canoe Slalom,Women's Kayak,,12,United States of America,USA,Evy LEIBFARTH
Canoe Slalom,Women's Kayak,,14,France,FRA,Marie-Zelia LAFONT
Canoe Slalom,Women's Kayak,,18,Switzerland,SUI,Naemi BRAENDLE
Canoe Slalom,Women's Kayak,,10,Great Britain,GBR,Kimberley WOODS
Canoe Slalom,Women's Kayak,,19,Japan,JPN,Aki YAZAWA
Canoe Slalom,Women's Kayak,,4,Italy,ITA,Stefanie HORN
Canoe Slalom,Women's Kayak,,5,Poland,POL,Klaudia Kinga ZWOLINSKA
Canoe Slalom,Women's Kayak,,11,Austria,AUT,Viktoria WOLFFHARDT
Canoe Slalom,Women's Kayak,,22,Cook Islands,COK,Jane NICHOLAS
Canoe Slalom,Women's Kayak,,6,New Zealand,NZL,Luuka JONES
Canoe Slalom,Women's Kayak,,27,Morocco,MAR,Celia JODAR
Canoe Slalom,Women's Kayak,,13,Brazil,BRA,Ana SATILA
Canoe Slalom,Women's Kayak,,7,Netherlands,NED,Martina WEGMAN
Canoe Slalom,Women's Kayak,,9,Slovakia,SVK,Eliska MINTALOVA
Canoe Slalom,Women's Kayak,,26,Chinese Taipei,TPE,Chu-Han CHANG
Canoe Slalom,Women's Kayak,,25,Kazakhstan,KAZ,Yekaterina SMIRNOVA
Canoe Slalom,Women's Kayak,,17,ROC,ROC,Alsu MINAZOVA
Canoe Slalom,Women's Kayak,,20,People's Republic of China,CHN,Tong LI
Canoe Slalom,Women's Kayak,,16,Andorra,AND,Monica DORIA VILARRUBLA
Canoe Slalom,Women's Kayak,,8,Ukraine,UKR,Viktoriia US
Canoe Slalom,Women's Kayak,,24,Slovenia,SLO,Eva TERCELJ
Canoe Slalom,Men's Canoe,,10,Japan,JPN,Takuya HANEDA
Canoe Slalom,Men's Canoe,3.0,3,Germany,GER,Sideris TASIADIS
Canoe Slalom,Men's Canoe,,4,Great Britain,GBR,Adam BURGESS
Canoe Slalom,Men's Canoe,,18,ROC,ROC,Pavel EIGEL
Canoe Slalom,Men's Canoe,,11,Croatia,CRO,Matija MARINIC
Canoe Slalom,Men's Canoe,2.0,2,Czech Republic,CZE,Lukas ROHAN
Canoe Slalom,Men's Canoe,,8,Spain,ESP,Ander ELOSEGI
Canoe Slalom,Men's Canoe,,12,Kazakhstan,KAZ,Alexandr KULIKOV
Canoe Slalom,Men's Canoe,,7,United States of America,USA,Zachary LOKKEN
Canoe Slalom,Men's Canoe,,13,Switzerland,SUI,Thomas KOECHLIN
Canoe Slalom,Men's Canoe,,5,France,FRA,Martin THOMAS
Canoe Slalom,Men's Canoe,,9,Australia,AUS,Daniel WATKINS
Canoe Slalom,Men's Canoe,,6,Slovakia,SVK,Matej BENUS
Canoe Slalom,Men's Canoe,,16,Canada,CAN,Cameron SMEDLEY
Canoe Slalom,Men's Canoe,,15,Ireland,IRL,Liam JEGOU
Canoe Slalom,Men's Canoe,1.0,1,Slovenia,SLO,Benjamin SAVSEK
Canoe Slalom,Men's Canoe,,17,Senegal,SEN,Jean Pierre Renan BOURHIS
Canoe Slalom,Men's Canoe,,14,Poland,POL,Grzegorz HEDWIG
Marathon Swimming,Women's 10km,,18,Canada,CAN,Kate SANDERSON
Marathon Swimming,Women's 10km,,5,Germany,GER,Leonie Antonia BECK
Marathon Swimming,Women's 10km,2.0,2,Netherlands,NED,Sharon VAN ROUWENDAAL
Marathon Swimming,Women's 10km,,16,Spain,ESP,Paula RUIZ BRAVO
